teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
175,Lake Courtneyton Eagles,8,2,1,55,South,9.5,16.5,3.0,13.5,5.5,23.0,1.0,14.5,7.5,18.5,6.0,16.5,14.0,21.0
176,Morrisport Bobcats,8,2,1,33,South,6.0,17.0,4.5,6.5,4.5,15.0,5.5,19.5,6.5,15.5,2.5,12.5,2.0,23.5
177,Taylorchester Hawks,8,2,1,17,Central,9.5,16.0,3.0,9.0,0.0,4.5,17.0,20.5,4.0,17.5,16.0,16.0,6.0,10.5
178,North Howardton Dolphins,8,2,1,31,North,3.5,3.5,4.5,10.0,4.0,17.0,1.0,6.5,16.0,20.0,14.5,16.5,2.0,16.0
179,Lake Jenniferland Wildcats,8,2,1,55,North,0.5,11.5,2.5,11.0,13.5,23.0,19.0,21.5,3.5,5.0,14.0,23.5,21.0,23.5
180,Roblesmouth Pirates,8,2,1,34,Central,14.5,16.0,17.5,20.5,18.5,21.0,14.5,21.0,4.5,13.5,6.5,20.0,7.0,16.5
181,Daviston Wolves,8,2,1,32,North,1.5,16.5,6.0,7.5,1.5,6.5,21.5,22.0,12.5,15.5,3.0,12.0,1.0,17.0
182,North Peggy Hawks,8,2,1,62,North,1.5,14.0,0.5,22.0,3.0,12.5,15.5,17.0,7.5,22.0,20.5,21.5,3.5,20.5
183,Williamsonborough Westerners,8,2,1,67,East,0.5,19.5,12.0,23.5,17.5,21.0,14.0,23.5,15.5,17.5,7.0,11.0,10.0,19.0
184,Crystalside Mavericks,8,2,1,77,Central,5.5,18.0,16.5,21.0,8.5,19.0,2.5,23.0,10.0,21.5,0.5,17.5,9.0,22.0
185,Andreafort Jacks,8,2,1,20,South,6.0,8.0,1.0,11.0,13.0,17.5,12.5,21.0,0.5,11.0,1.0,4.0,0.0,23.0
186,Port Kristin Raptors,8,2,1,10,Central,10.5,11.5,0.0,23.5,8.0,22.0,9.0,13.0,8.5,22.0,5.5,17.5,7.5,10.5
187,Lake Ronald Warriors,8,2,1,11,Central,10.0,12.5,3.0,3.0,3.5,4.5,1.5,15.0,6.5,13.0,5.5,15.5,9.5,18.5
188,Stoneberg Bulls,8,2,1,54,Central,9.5,23.5,11.0,12.0,0.0,23.5,4.0,11.0,3.0,7.5,2.0,9.0,0.0,1.0
189,East Jeremyborough Commandos,8,2,1,58,Central,3.5,17.0,17.0,21.0,0.5,7.5,19.0,20.5,1.0,14.5,0.5,14.5,16.0,19.0
190,Williamtown Bears,8,2,1,43,North,5.5,19.0,15.0,19.5,4.0,4.0,5.5,18.5,0.5,15.0,17.0,20.0,5.5,11.5
191,North Jennifer Bobcats,8,2,1,13,West,7.0,21.5,9.0,12.5,13.0,16.0,0.0,19.0,9.5,15.0,7.0,16.5,3.0,21.0
192,New Laurenview Eagles,8,2,1,75,East,7.5,22.5,16.5,21.0,9.5,23.0,5.0,5.5,1.5,18.0,5.0,11.0,12.0,21.0
193,North Stephanieberg Wolves,8,2,1,56,West,15.5,22.5,6.0,16.5,17.5,23.0,14.5,20.0,4.0,4.5,4.5,17.5,3.0,7.0
194,Youngshire Chargers,8,2,1,26,North,1.0,20.5,7.0,18.5,6.0,6.5,10.5,15.0,9.5,15.0,4.0,11.0,4.0,7.0
195,Cooleytown Hawks,8,2,1,10,West,8.5,12.0,10.0,21.0,3.5,19.5,15.0,16.5,12.0,14.0,4.0,5.5,1.5,4.0
196,Christinestad Hornets,8,2,1,74,South,13.0,20.5,5.5,21.0,13.0,23.0,4.0,12.0,2.0,19.5,1.0,17.0,5.5,9.0
197,Lake Mistyview Robbers,8,2,1,34,Central,22.0,22.5,10.0,19.0,6.5,6.5,9.0,18.5,7.0,19.0,2.5,9.0,0.0,19.0
198,East Jasonmouth Grizzlies,8,2,1,60,South,2.0,3.0,0.0,7.0,8.5,22.0,9.5,13.5,4.0,8.0,3.5,14.0,8.0,14.5
199,Christyberg Chargers,8,2,1,41,North,4.0,6.5,6.5,15.5,6.0,14.5,19.5,23.0,12.0,16.5,18.0,19.0,17.5,21.5
200,Patrickbury Bucaneers,8,2,1,66,South,12.0,15.0,4.5,19.5,8.5,11.0,6.0,23.5,1.5,20.5,9.5,20.0,0.5,23.0
201,Amyfort Bulls,13,3,3,11,Central,4.5,9.0,16.0,19.5,6.5,18.0,4.0,10.5,1.5,19.5,1.0,14.5,17.0,23.0
202,Shannonhaven Bulls,13,3,3,10,North,4.0,19.0,2.5,4.5,16.0,16.0,2.5,10.5,4.0,8.5,13.5,21.0,22.0,22.5
203,Caldwellside Bears,13,3,3,13,West,7.5,8.0,2.0,23.0,1.5,13.0,19.5,20.5,20.5,23.5,7.0,10.5,4.0,22.5
204,West Martin Eagles,13,3,3,18,West,11.5,18.5,5.0,5.5,3.5,4.5,4.0,18.5,18.5,23.0,11.5,13.0,18.0,22.0
205,West Mandy Wildcats,13,3,3,11,West,11.0,21.5,4.5,18.0,8.5,15.5,11.0,19.0,1.5,6.0,7.0,15.5,1.5,3.0
206,Ginatown Sox,13,3,3,17,Central,3.5,13.0,10.5,17.5,8.5,16.0,2.5,13.0,10.0,13.0,0.0,1.5,3.0,23.5
207,New Michaelbury Sox,13,3,3,10,South,17.5,21.5,4.0,11.5,5.5,21.5,12.0,17.5,2.0,12.0,9.5,19.0,1.5,18.0
208,Walkerville Celtics,13,3,3,16,North,2.0,13.0,4.5,15.5,7.0,11.0,3.0,22.5,12.5,18.5,0.0,6.5,10.5,23.0
209,Amandastad Bulls,13,3,3,11,Central,10.0,23.0,1.0,8.0,19.5,23.5,2.5,20.5,5.0,17.0,11.5,13.0,10.5,18.0
210,North Ryanport Mavericks,13,3,3,11,East,11.0,11.5,8.0,14.5,4.0,11.5,1.0,11.5,6.5,21.5,4.5,18.5,5.0,22.0
211,Lake Alyssa Celtics,13,3,3,10,East,0.0,2.0,13.5,23.0,5.0,5.5,11.5,16.5,6.5,17.0,4.0,20.5,16.5,19.0
212,South Mistyville Grizzlies,13,3,3,10,North,7.5,22.0,7.0,13.0,15.5,15.5,10.5,22.0,0.5,10.0,13.0,20.0,14.5,22.5
213,East Rebeccaport Raptors,13,3,3,18,West,16.5,17.0,0.5,15.0,3.5,6.5,5.5,10.5,13.5,22.5,8.0,10.5,7.5,19.0
214,Allenmouth Bobcats,13,3,3,18,South,9.0,15.5,7.0,13.0,7.0,14.0,13.0,14.0,3.0,11.5,19.0,21.5,12.5,14.5
215,South John Westerners,13,3,3,20,East,14.5,19.5,8.5,18.5,7.0,14.5,0.5,20.5,0.5,22.0,11.0,13.5,15.0,19.0
216,Lewisfort Jacks,13,3,3,12,North,3.5,9.0,8.0,14.5,12.0,15.0,3.0,7.0,13.0,20.5,15.5,23.5,19.0,21.0
217,Williamsshire Celtics,12,3,2,10,East,0.5,5.0,9.0,18.5,17.0,20.0,4.5,22.0,4.5,23.5,8.0,21.0,5.5,21.5
218,Port Christopher Chiefs,12,3,2,10,North,4.0,16.5,12.0,20.5,10.5,23.0,11.0,22.0,10.5,20.5,13.0,22.0,10.0,15.0
219,North Melanie Commandos,12,3,2,10,South,12.0,19.5,4.5,22.5,10.5,11.5,6.0,9.5,11.0,12.0,2.5,8.0,17.5,22.0
220,Fordstad Warriors,12,3,2,10,Central,8.5,16.0,20.0,21.0,5.0,14.0,0.5,18.5,10.5,13.0,21.0,22.5,0.0,9.0
221,Ramosland Chiefs,12,3,2,10,East,12.5,19.5,9.0,22.0,5.5,21.5,5.0,17.0,5.0,6.0,8.5,17.0,8.5,15.5
222,Ronaldchester Wolves,12,3,2,10,Central,3.0,7.5,5.0,12.5,7.0,9.5,15.0,15.5,1.5,5.0,8.5,12.0,18.5,20.5
223,Port Michelleshire Chargers,12,3,2,10,South,4.5,14.0,8.0,21.0,10.0,11.5,10.0,10.5,18.0,22.5,7.0,23.5,18.5,23.5
224,Haleyhaven Pirates,12,3,2,10,West,16.0,18.0,2.0,10.5,4.0,16.0,0.5,22.0,8.5,17.5,6.0,18.0,16.0,23.0
225,East Andrew Commandos,12,3,2,10,East,15.0,18.5,10.0,16.0,4.0,19.0,0.0,14.5,4.0,9.0,9.5,21.5,18.5,19.0
226,Heidiport Wolves,12,3,2,10,Central,0.0,2.5,7.5,14.5,2.5,3.0,4.0,14.5,15.5,22.0,6.0,19.0,3.5,20.5
227,East Natasha Vikings,12,3,2,10,North,4.5,6.5,16.5,23.5,3.0,18.5,9.0,13.5,17.5,20.0,13.0,22.5,0.5,4.0
228,Theresafurt Sabres,12,3,2,10,West,2.5,19.5,7.5,9.0,6.0,6.5,3.0,10.5,8.0,12.0,3.5,14.5,21.0,23.5
229,Collinsview Warriors,12,3,2,10,West,8.5,11.5,15.5,17.5,14.0,17.0,3.5,14.5,5.5,22.0,3.5,15.5,13.5,16.0
230,Hannahaven Hawks,12,3,2,10,North,0.0,14.5,1.5,10.0,19.5,22.5,2.5,12.5,2.5,19.0,13.0,14.0,8.0,22.5
231,Paynechester Wolves,12,3,2,10,West,8.0,20.0,14.5,15.5,6.0,17.0,7.5,9.5,4.5,19.5,3.0,10.5,0.5,22.5
232,Ronaldland Vikings,12,3,2,10,East,9.0,21.0,12.0,18.5,0.5,5.5,2.5,21.5,1.0,15.5,4.0,22.5,4.0,13.0
233,Brownville Hornets,11,3,1,57,South,2.0,19.5,10.0,21.5,4.0,11.0,2.5,3.0,5.0,13.0,3.0,12.0,16.5,18.5
234,Lisashire Chargers,11,3,1,10,North,8.5,17.5,11.5,12.0,3.5,20.0,3.5,10.5,1.5,4.5,14.0,20.5,3.0,21.5
235,Jamesside Americans,11,3,1,12,North,1.5,7.5,9.0,17.0,11.5,13.0,14.0,22.5,14.0,23.5,12.5,15.0,10.5,11.5
236,Marciatown Sabres,11,3,1,34,North,5.0,19.0,1.5,8.5,4.0,5.0,10.5,20.5,3.0,19.5,5.5,12.5,10.5,22.5
237,Tylerhaven Celtics,11,3,1,13,West,3.0,10.0,2.0,18.0,5.5,22.0,4.5,18.5,1.0,12.0,5.5,14.0,5.5,10.5
238,Courtneyland Vikings,11,3,1,49,West,7.5,17.5,1.0,5.0,10.5,22.0,0.5,16.5,6.0,12.0,4.5,21.0,15.5,20.5
239,East Angelaton Rappers,11,3,1,68,North,11.5,20.5,4.0,20.0,7.0,19.0,1.0,21.0,12.0,18.5,4.5,10.0,12.0,13.5
240,Port Patricia Dolphins,11,3,1,44,South,11.0,12.5,6.5,12.0,1.5,17.0,15.5,20.5,6.5,15.0,7.0,21.0,9.0,9.5
241,New Timothy Mavericks,11,3,1,75,Central,7.0,10.0,5.0,7.0,20.5,23.5,6.0,20.5,3.5,17.5,7.0,9.0,12.0,17.5
242,Johnside Vikings,11,3,1,16,West,6.0,14.0,13.5,23.5,6.0,22.5,11.0,22.0,13.5,22.5,19.0,19.0,2.5,15.5
243,Mistymouth Commandos,11,3,1,38,North,4.0,14.5,3.5,6.5,0.0,8.5,7.0,12.0,3.0,21.5,1.0,21.5,18.0,22.5
244,Port Sandra Bucaneers,11,3,1,73,Central,16.5,19.0,14.0,20.5,14.0,22.0,8.5,21.5,12.5,16.0,13.0,22.5,6.5,20.0
245,West Allisonchester Bulls,11,3,1,39,East,20.0,23.0,10.0,15.5,15.0,16.0,1.0,15.0,5.5,21.0,15.5,16.5,1.0,3.0
246,Rosariomouth Pirates,11,3,1,16,Central,5.5,20.5,4.0,23.0,8.5,11.0,4.0,13.0,9.0,22.5,1.0,22.0,12.5,15.0
247,South Rickyburgh Bulls,11,3,1,65,West,4.0,19.0,14.5,22.0,3.5,9.0,11.0,19.0,8.0,15.0,5.0,18.5,6.5,13.0
248,South Roy Bucaneers,11,3,1,68,South,14.5,20.0,14.5,23.0,9.5,17.5,8.5,8.5,10.0,20.5,21.5,23.5,6.0,10.0
249,Williamburgh Bobcats,11,3,1,38,South,2.5,22.5,16.0,20.0,5.0,19.0,15.0,16.0,1.5,23.0,21.5,22.5,16.0,17.0
250,Weisston Bears,11,3,1,73,West,7.5,12.5,6.0,7.0,9.5,12.5,11.0,22.5,6.5,22.0,2.5,4.5,14.0,18.0
251,Carolview Wolves,11,3,1,24,South,12.5,23.5,2.5,6.0,7.5,19.0,2.5,7.0,3.0,6.0,15.5,22.5,1.0,18.0
252,Marystad Americans,11,3,1,29,West,10.0,16.0,8.0,9.5,2.5,20.0,1.5,2.0,13.0,21.0,6.0,16.0,3.5,5.5
253,Lake Monique Robbers,11,3,1,56,West,21.0,22.5,4.0,9.0,7.5,11.0,2.5,19.5,15.0,20.5,8.5,19.0,1.0,18.0
254,Port Susanfurt Jacks,11,3,1,27,North,1.5,17.0,14.5,16.5,14.0,20.5,1.5,16.0,7.0,11.0,1.5,19.0,17.5,20.5
255,Danielmouth Americans,11,3,1,72,North,14.0,19.0,3.0,5.0,3.5,9.0,19.5,21.5,10.5,19.0,10.0,10.5,16.5,18.0
256,Rebekahstad Commandos,11,3,1,60,South,6.5,11.5,6.0,7.5,9.0,20.5,5.0,8.0,18.5,23.5,9.5,20.0,3.0,15.0
257,North Michael Bulls,11,3,1,66,North,15.0,23.0,12.0,16.5,8.5,9.0,5.0,22.5,12.0,14.0,7.0,20.5,10.0,20.0
258,Hudsonborough Mavericks,11,3,1,60,Central,20.0,23.0,0.5,18.0,16.0,18.0,3.5,7.5,5.5,13.0,0.0,0.0,16.0,21.5
259,South Lori Raptors,11,3,1,29,Central,6.5,7.5,11.5,16.0,7.5,22.5,3.0,3.0,6.0,18.0,18.0,20.5,6.5,13.5
260,Bishopberg Sox,11,3,1,12,South,16.5,23.0,8.0,11.5,7.5,11.0,8.0,12.0,2.0,17.5,2.5,22.0,13.5,18.0
261,Gallaghermouth Sabres,11,3,1,63,East,13.5,21.5,16.0,16.5,9.5,23.5,4.5,9.5,1.5,21.0,2.5,7.5,10.0,15.5
262,Davidstad Dolphins,11,3,1,47,Central,6.0,7.5,1.0,9.5,6.0,10.5,4.0,16.0,3.5,15.0,0.5,23.0,3.5,18.0
263,New April Raptors,11,3,1,22,West,14.0,20.5,15.5,20.0,1.0,2.5,3.5,18.5,14.0,19.5,5.0,16.0,7.5,19.5
264,Port Sharon Raptors,11,3,1,20,South,1.0,3.5,9.0,11.5,4.5,9.5,13.0,23.5,8.0,12.0,13.5,21.5,0.0,13.5
265,Shawstad Raptors,11,3,1,52,South,11.0,19.5,3.5,4.0,1.5,18.0,8.5,12.0,21.0,23.5,17.5,23.0,11.0,21.5
266,Colleenshire Wolves,11,3,1,11,South,8.5,22.0,5.0,12.0,8.0,11.0,7.5,7.5,0.0,21.0,20.0,22.5,0.5,9.5
267,New Paige Wolves,11,3,1,34,North,12.0,12.5,8.0,14.0,20.5,23.5,21.0,21.5,4.0,12.5,2.5,22.5,3.5,19.0
268,North Kimville Rappers,11,3,1,32,Central,14.0,20.0,0.0,15.0,1.5,18.0,0.5,19.5,21.0,22.0,5.5,7.5,11.0,19.0
269,Sullivantown Hawks,11,3,1,67,North,4.5,15.0,18.0,23.0,11.5,20.5,2.5,6.5,4.5,22.0,3.0,7.0,7.0,13.0
270,Lake Lauraborough Sabres,11,3,1,44,North,13.0,22.5,4.0,11.5,0.0,2.5,4.0,18.5,20.0,23.5,0.5,14.0,7.5,18.0
271,Port Amandamouth Chiefs,11,3,1,38,East,2.5,13.0,15.0,15.0,2.0,15.0,14.0,19.5,8.0,8.5,12.0,17.5,11.5,18.0
272,Chavezfurt Bears,11,3,1,15,North,21.0,23.0,12.5,20.5,4.5,6.0,3.5,14.0,9.5,19.0,5.0,16.5,12.5,19.5
273,Liustad Chiefs,11,3,1,40,Central,3.5,12.0,0.5,19.5,2.0,23.0,9.0,23.0,11.0,22.5,3.0,22.5,15.5,19.0
274,Port Amanda Jacks,11,3,1,19,North,5.5,23.5,1.5,5.5,7.0,12.0,16.0,18.0,8.0,19.0,18.0,21.5,8.0,19.0
275,Lake Briantown Americans,11,3,1,44,East,11.5,12.0,14.5,23.5,9.0,21.5,9.0,21.5,0.0,12.5,3.5,13.5,5.5,7.0
276,Christopherville Vikings,11,3,1,50,East,5.5,17.0,16.5,23.0,6.0,6.5,4.0,12.0,0.0,12.5,14.5,18.0,4.5,18.5
277,Catherinehaven Dolphins,11,3,1,26,South,15.0,23.5,8.5,19.5,10.0,15.5,6.0,8.0,3.0,15.0,14.0,19.5,12.5,22.5
278,Dayview Commandos,11,3,1,65,West,14.5,16.0,6.0,7.0,2.5,9.0,8.5,22.0,10.5,15.5,5.5,18.0,2.5,9.0
279,East Michelle Bobcats,11,3,1,34,North,1.5,22.5,4.5,9.0,17.0,21.5,1.5,7.5,9.0,13.0,17.0,23.5,0.0,6.0
280,Jessicaland Mavericks,11,3,1,67,North,13.5,14.5,13.0,14.5,8.5,10.0,6.5,18.5,6.5,23.5,0.0,2.5,12.5,23.0
281,Crossborough Chiefs,11,3,1,10,North,14.0,22.5,3.5,17.5,9.5,17.0,10.0,14.0,1.0,11.0,4.0,8.5,6.5,15.0
282,Mariatown Rappers,11,3,1,66,South,2.5,20.0,0.5,0.5,2.0,13.0,4.0,11.5,8.5,23.0,9.5,20.5,12.5,23.5
283,Sarahland Eagles,11,3,1,19,North,2.5,13.5,10.0,22.5,0.5,7.5,8.0,11.0,9.0,21.0,0.5,6.0,1.0,21.0
284,New Michelle Chargers,11,3,1,48,North,16.5,20.5,8.0,22.0,1.0,11.5,14.5,18.5,0.0,16.0,14.0,22.0,15.0,22.0
285,Figueroashire Commandos,11,3,1,69,West,11.5,13.0,1.5,3.5,11.5,23.0,7.0,23.0,9.5,19.0,11.5,20.5,19.0,20.0
286,Lake Elizabeth Dolphins,11,3,1,18,South,14.0,21.0,2.5,23.0,12.0,13.5,0.0,22.5,19.0,20.5,4.0,17.5,0.0,15.5
287,South Lauren Pirates,11,3,1,78,East,4.5,20.5,10.0,19.5,2.5,16.5,8.5,8.5,8.5,12.5,3.0,7.0,0.5,3.0
288,Williambury Mavericks,11,3,1,57,South,5.0,16.0,13.0,17.5,0.0,17.5,7.0,7.0,1.0,4.5,0.5,1.0,9.5,18.5
289,Vincentfurt Bobcats,11,3,1,30,East,2.5,23.0,20.0,23.0,10.5,16.5,11.0,11.5,4.5,14.0,11.5,13.5,7.0,20.0
290,Kevinview Sox,11,3,1,62,South,8.0,12.5,12.0,12.0,4.0,11.0,3.5,16.5,7.0,17.0,4.5,17.0,3.0,8.5
291,Woodschester Dolphins,11,3,1,29,North,21.0,22.0,0.5,17.5,11.5,22.0,18.0,18.5,19.0,20.5,2.0,9.5,0.5,4.0
292,Joneschester Grizzlies,11,3,1,53,South,2.0,14.5,0.0,18.0,3.0,3.0,8.5,11.5,12.0,20.0,13.5,17.5,18.5,23.5
293,Lake Jennifer Raptors,11,3,1,24,North,3.5,16.5,15.0,21.0,6.0,7.0,0.5,4.5,3.5,20.0,15.5,19.5,4.0,7.0
294,Lake Kimberly Bucaneers,11,3,1,78,Central,8.0,19.0,8.0,14.5,11.5,13.5,16.5,21.5,7.5,20.5,8.5,19.0,7.5,20.0
295,Jeffreyborough Robbers,11,3,1,75,East,0.5,11.0,12.0,20.5,16.0,21.5,0.5,8.0,0.5,1.0,0.0,14.5,6.5,11.5
296,New Michelleview Wolves,11,3,1,15,East,15.0,21.0,11.5,15.5,5.5,6.5,14.0,19.5,2.5,10.0,2.0,6.0,12.0,18.5
297,Suarezchester Grizzlies,11,3,1,11,South,3.0,12.5,4.5,21.5,8.5,19.5,0.5,22.0,2.0,5.0,5.5,10.5,0.0,19.5
298,Gomezhaven Jacks,11,3,1,38,West,0.5,6.5,3.0,3.5,11.0,20.0,4.5,9.5,5.5,11.5,2.5,15.0,9.5,17.5
299,North Patricia Sox,11,3,1,11,East,4.0,23.0,6.5,12.5,0.5,15.5,9.5,19.0,5.0,17.5,8.0,19.5,9.0,10.5
300,Barberton Hornets,11,3,1,20,Central,3.5,15.5,0.0,14.5,2.5,19.5,0.0,15.5,4.0,14.5,5.5,19.0,5.0,21.5
301,Emilymouth Westerners,16,4,3,10,Central,13.0,19.0,0.5,11.0,3.5,23.0,18.0,19.0,5.5,22.0,13.5,21.5,2.0,12.0
302,Lake Carolynborough Dolphins,16,4,3,10,East,10.5,14.0,7.0,11.5,2.5,23.0,13.0,14.0,7.0,8.0,11.5,14.0,16.0,17.0
303,Stevenview Eagles,16,4,3,10,East,18.0,21.5,12.5,15.0,3.0,18.0,0.0,16.0,12.0,16.0,6.0,21.5,0.5,10.5
304,New Robertside Jacks,16,4,3,10,South,2.0,14.5,10.0,22.5,5.0,21.0,10.5,11.5,7.5,16.5,6.0,21.0,2.0,4.0
305,South Robertbury Celtics,16,4,3,10,West,0.5,5.5,3.5,22.0,13.5,21.5,11.5,14.5,19.5,20.0,5.0,20.5,5.0,9.5
306,West Marioton Robbers,16,4,3,10,West,10.5,11.0,2.0,17.5,21.5,23.5,1.0,8.0,7.0,14.0,3.5,12.0,1.0,3.0
307,Michelleberg Sabres,16,4,3,10,North,16.5,20.0,10.5,22.0,12.0,20.5,7.0,19.5,9.0,17.5,9.5,10.0,5.5,9.5
308,East David Wolves,16,4,3,10,Central,0.0,9.0,14.0,23.5,1.0,5.5,13.0,21.0,8.5,14.5,6.5,8.5,5.0,10.5
309,West Robert Chargers,16,4,3,10,South,7.5,21.5,15.5,21.5,11.0,21.0,14.0,23.0,13.5,17.0,0.5,16.5,4.5,5.0
310,Duncanbury Bears,16,4,3,10,North,7.0,15.5,5.5,19.0,2.5,21.0,5.0,16.5,2.0,7.5,2.0,23.5,4.0,15.5
311,Sherryberg Bulls,16,4,3,10,East,1.5,17.5,15.5,21.5,9.5,13.0,10.5,22.0,12.0,18.0,1.5,8.5,12.5,18.5
312,East Heather Hawks,16,4,3,10,North,14.0,20.5,9.5,17.5,3.0,18.0,10.0,14.5,13.5,15.0,1.0,12.5,4.5,21.5
313,South Kathrynberg Wildcats,16,4,3,10,West,16.5,23.5,17.5,22.0,13.0,19.0,9.5,17.0,0.5,6.0,5.0,10.5,5.5,9.0
314,South Adrian Wildcats,16,4,3,10,East,13.5,22.5,5.5,8.5,4.0,16.0,4.0,23.5,17.0,19.0,7.0,12.0,21.5,23.0
315,Christineberg Bucaneers,16,4,3,10,West,17.5,18.0,3.0,4.0,2.5,9.5,16.5,17.5,10.5,12.5,1.0,14.0,16.5,22.5
316,Port Curtis Grizzlies,16,4,3,10,South,3.0,21.0,3.0,18.0,10.0,23.0,6.5,16.5,4.5,7.5,7.5,14.0,10.0,10.5
317,New Maryborough Commandos,15,4,2,10,East,18.0,20.0,1.5,18.5,2.5,9.5,5.0,18.0,0.0,18.0,11.0,12.0,3.5,11.5
318,Port Laurenshire Americans,15,4,2,10,East,6.5,23.0,9.5,12.5,5.5,12.5,15.5,21.5,14.5,22.0,6.0,23.0,6.0,18.0
319,Bondmouth Hornets,15,4,2,10,East,1.5,16.5,13.5,18.5,9.0,13.0,10.0,20.0,3.0,20.5,4.0,19.5,2.5,4.0
320,Aprilbury Bobcats,15,4,2,10,West,3.0,19.5,16.5,20.5,4.0,15.5,0.0,8.5,3.5,19.0,2.0,5.5,5.0,17.0
321,Lake Anthony Celtics,15,4,2,10,Central,3.0,15.0,17.0,20.5,4.5,7.5,5.0,14.0,12.0,22.5,0.0,23.0,17.5,23.5
322,Bakershire Hornets,15,4,2,10,South,12.5,22.0,1.0,4.0,16.5,19.5,1.0,11.5,1.5,6.5,14.0,16.5,14.5,19.5
323,Cochrantown Mavericks,15,4,2,10,North,16.0,17.5,2.5,12.5,6.5,23.0,4.5,8.0,4.0,11.0,8.0,14.0,5.0,8.5
324,Patrickland Grizzlies,15,4,2,10,Central,8.5,8.5,2.5,21.0,0.0,2.5,7.0,14.0,2.0,12.0,4.5,15.0,0.5,21.5
325,Martinport Bears,15,4,2,10,North,8.0,16.0,22.0,22.5,5.5,10.0,2.5,11.5,7.5,8.5,1.5,8.0,2.5,12.5
326,Port Natalieton Bears,15,4,2,10,Central,15.5,16.5,5.0,21.0,15.5,17.5,3.5,6.5,4.0,21.0,3.5,8.5,6.5,18.0
327,Lake Deborah Pirates,15,4,2,10,West,4.0,12.5,1.5,14.0,5.5,23.5,12.0,18.5,4.0,14.5,17.5,18.5,6.5,22.5
328,North Danny Sox,15,4,2,10,East,6.5,8.0,5.5,6.0,0.5,20.0,1.0,19.0,11.0,14.0,1.5,18.0,1.5,12.0
329,Jennifermouth Wildcats,15,4,2,10,Central,2.5,15.0,2.0,21.5,3.0,15.5,7.0,18.0,1.0,6.5,0.0,11.0,3.5,8.0
330,East Amberbury Pirates,15,4,2,10,East,2.5,20.5,9.5,16.5,0.0,13.5,0.0,7.5,7.5,19.0,17.5,17.5,10.5,12.0
331,North Marcusville Bucaneers,15,4,2,10,North,21.0,23.0,0.0,0.5,1.0,17.0,4.5,18.0,2.0,7.0,21.0,21.5,1.5,8.0
332,Maryshire Chargers,15,4,2,10,North,19.0,22.0,10.0,23.0,15.5,21.0,7.5,20.0,9.5,13.0,8.0,15.5,6.5,14.0
333,South Robert Mavericks,14,4,1,21,East,1.5,16.0,5.5,18.0,4.5,16.0,15.0,20.5,17.0,17.5,5.5,12.0,4.5,11.0
334,New Timothyfort Raptors,14,4,1,18,South,8.0,9.5,11.0,14.0,9.0,21.5,0.5,17.5,8.5,22.5,19.0,21.5,4.5,18.0
335,Boyerside Dolphins,14,4,1,31,West,9.0,17.5,9.5,17.5,6.0,13.5,4.0,15.0,7.0,8.5,3.5,18.5,10.5,12.0
336,East Megan Sabres,14,4,1,72,South,0.5,21.5,13.0,17.5,8.5,9.0,11.5,18.0,0.5,5.5,5.5,11.5,2.5,12.5
337,South Christian Sabres,14,4,1,51,North,12.5,23.5,5.5,15.5,1.5,22.5,0.5,2.0,2.0,11.0,1.0,16.5,5.5,20.5
338,South Caleb Grizzlies,14,4,1,69,South,5.0,11.0,14.0,21.0,5.5,9.5,5.0,22.5,5.0,12.0,15.5,16.0,6.0,13.0
339,Munozborough Hawks,14,4,1,54,Central,8.5,9.5,5.5,10.0,0.5,20.0,2.5,8.0,15.5,18.5,3.5,20.0,9.5,11.0
340,New Russell Robbers,14,4,1,33,West,18.0,21.5,5.5,10.5,2.0,15.5,2.5,4.0,5.0,10.0,13.0,19.5,17.5,18.0
341,North Michelle Mavericks,14,4,1,15,East,20.5,22.0,6.5,13.0,2.5,8.0,3.0,7.0,10.5,23.0,2.5,14.5,17.0,21.5
342,South Chad Warriors,14,4,1,63,West,18.0,19.5,15.0,16.0,6.5,8.5,16.5,18.5,1.5,13.5,3.0,21.5,6.5,20.0
343,Davidport Westerners,14,4,1,10,South,3.0,6.0,19.0,21.0,6.0,17.5,4.5,18.0,5.5,7.0,9.0,21.0,13.5,23.5
344,Port Nicholasshire Rappers,14,4,1,61,East,10.0,12.0,22.0,23.5,9.5,16.0,16.5,21.5,7.5,20.0,1.5,10.5,4.0,15.0
345,North Jeremy Pirates,14,4,1,76,North,2.0,20.5,17.5,21.5,8.0,22.5,16.5,17.0,2.5,23.5,3.0,3.5,9.5,10.0
346,North Justin Rappers,14,4,1,28,South,16.0,21.0,7.0,17.5,10.5,15.0,6.5,15.0,5.0,13.0,13.0,23.0,6.5,14.5
347,Port Denise Vikings,14,4,1,36,Central,8.5,18.5,3.0,14.0,6.0,6.5,4.0,22.5,1.0,16.5,11.5,20.0,7.0,8.5
348,Ambershire Chargers,14,4,1,68,Central,8.5,17.0,5.0,21.5,0.0,19.0,19.5,22.5,0.5,12.0,2.0,18.0,2.5,10.5
349,Christopherview Grizzlies,14,4,1,18,South,6.5,18.5,1.5,2.5,18.5,21.5,0.0,13.5,3.5,15.5,1.0,17.5,5.0,18.5
